Feature,Importance
Cod_SPro_EK201830050691,2.596796662253769e-08
Cod_SPro_EK201830016193,2.5964944694163763e-08
COD_S11_SB11201320113858,2.5954351898914124e-08
COD_S11_SB11201320022049,2.5954138900332244e-08
COD_S11_SB11201320367948,2.595279845097672e-08
COD_S11_SB11201320227766,2.5947548422605903e-08
COD_S11_SB11201320097540,2.5947546390661034e-08
COD_S11_SB11201320543616,2.5933670943916873e-08
COD_S11_SB11201220104182,2.5927588453851053e-08
COD_S11_SB11201220262000,2.5926421453504562e-08
COD_S11_SB11201320138885,2.5922556665686314e-08
SCHOOL_NAME_I.E.T.A. Y MINERA DE SAN MARTIN DE LOBA,2.5914404126790826e-08
COD_S11_SB11201220189154,2.5905679542691456e-08
COD_S11_SB11201320580469,2.590025498501828e-08
Cod_SPro_EK201830195612,2.589996964233079e-08
Cod_SPro_EK201830241480,2.5896452472094446e-08
Cod_SPro_EK201830127331,2.5896419513922487e-08
COD_S11_SB11201420286128,2.587827015113264e-08
Cod_SPro_EK201830052515,2.5875429309682915e-08
COD_S11_SB11201220101883,2.5871049552177032e-08
COD_S11_SB11201220158871,2.5864547929999148e-08
COD_S11_SB11201320474712,2.5863458460057427e-08
SCHOOL_NAME_INSTITUCION EDUCATIVA TECNICA PEREZ Y ALDANA,2.5859482340379543e-08
COD_S11_SB11201320129553,2.5853418578943185e-08
COD_S11_SB11201220531642,2.5849777670041752e-08
Cod_SPro_EK201830169027,2.5842094512047005e-08
COD_S11_SB11201320310040,2.5837267457709672e-08
Cod_SPro_EK201830018099,2.5836880217404145e-08
COD_S11_SB11201320095760,2.583661017152459e-08
Cod_SPro_EK201830042254,2.5834321520676478e-08
COD_S11_SB11201320052075,2.5833123731394103e-08
COD_S11_SB11201320085971,2.582896209527363e-08
Cod_SPro_EK201830041328,2.582624845983311e-08
Cod_SPro_EK201830009196,2.5822908218501614e-08
Cod_SPro_EK201830118614,2.58228531450543e-08
Cod_SPro_EK201830021323,2.58174539687705e-08
COD_S11_SB11201220473850,2.5806715209506882e-08
Cod_SPro_EK201830169961,2.5805915596181135e-08
COD_S11_SB11201220101247,2.5803040078783506e-08
Cod_SPro_EK201830004130,2.5801946514431016e-08
Cod_SPro_EK201830102503,2.5800708360090448e-08
COD_S11_SB11201320046007,2.5798118534943385e-08
COD_S11_SB11201320325160,2.5790307035234916e-08
Cod_SPro_EK201830072520,2.5790143750951383e-08
COD_S11_SB11201220462763,2.578192143932776e-08
COD_S11_SB11201320489929,2.5778297038986756e-08
COD_S11_SB11201320452090,2.5777339916309405e-08
COD_S11_SB11201220002188,2.5774545923903634e-08
Cod_SPro_EK201830060294,2.5771247247662192e-08
Cod_SPro_EK201830001889,2.576512492432458e-08
Cod_SPro_EK201830148018,2.5754914701841296e-08
COD_S11_SB11201320505595,2.5751909749303287e-08
COD_S11_SB11201220335017,2.574584717197704e-08
COD_S11_SB11201220382917,2.573884834732961e-08
SCHOOL_NAME_GIMN COLOMBO ANDINO,2.5730721768691476e-08
COD_S11_SB11201410002951,2.5730483562803397e-08
COD_S11_SB11201320314085,2.5726092158306594e-08
COD_S11_SB11201320026861,2.5714451790214923e-08
COD_S11_SB11201320298386,2.5711497562435575e-08
COD_S11_SB11201320409686,2.570817722716682e-08
Cod_SPro_EK201830196869,2.5706186560565357e-08
SCHOOL_NAME_COLEGIO GLENN DOMAN,2.5693273377827088e-08
Cod_SPro_EK201830002418,2.5691733651449308e-08
Cod_SPro_EK201830033160,2.5678507521085044e-08
COD_S11_SB11201320530040,2.5675430900217052e-08
Cod_SPro_EK201830089069,2.5673916098543438e-08
Cod_SPro_EK201830003484,2.56641694399189e-08
SCHOOL_NAME_INST IMMANUEL KANT(ANTES LIC COLOMBO LATINO),2.5661529139148032e-08
Cod_SPro_EK201830041740,2.5658932732015137e-08
Cod_SPro_EK201830030793,2.565176063353928e-08
Cod_SPro_EK201830173657,2.564910112576842e-08
COD_S11_SB11201320045384,2.564707113143176e-08
Cod_SPro_EK201830086214,2.5639616998829414e-08
COD_S11_SB11201320492383,2.5638846632932515e-08
COD_S11_SB11201220336008,2.5637658351856743e-08
SCHOOL_NAME_INSTITUTO MIXTO CORAZON DE MARIA,2.563633993879983e-08
SCHOOL_NAME_COLEGIO COOPERATIVO NATANAEL DIAZ,2.5632847211653436e-08
COD_S11_SB11201320567229,2.5631325239475766e-08
COD_S11_SB11201220015155,2.5627350546452143e-08
COD_S11_SB11201320067127,2.5623901204421992e-08
COD_S11_SB11201320558232,2.562041788617788e-08
SCHOOL_NAME_I.E. TECNICA JOSE IGNACIO DE MARQUEZ,2.5619325069801117e-08
Cod_SPro_EK201830005804,2.561218443070843e-08
Cod_SPro_EK201830088074,2.56092109692538e-08
Cod_SPro_EK201830040915,2.560568579503478e-08
Cod_SPro_EK201830225634,2.5596186972883104e-08
Cod_SPro_EK201830068280,2.5595629375263972e-08
Cod_SPro_EK201830008965,2.5583846015030318e-08
SCHOOL_NAME_COL HEISENBERG SEDE KENNEDY                                                                         ,2.5573589684259234e-08
COD_S11_SB11201320412442,2.5573064731409093e-08
Cod_SPro_EK201830052002,2.5572227471782683e-08
SCHOOL_NAME_COLEGIO TOMAS CARRASQUILLA (IED),2.5567456697734116e-08
SCHOOL_NAME_COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES,2.5562274175462014e-08
Cod_SPro_EK201830126659,2.5561986897375493e-08
Cod_SPro_EK201830036696,2.5559483282061812e-08
SCHOOL_NAME_INST EDUC SANTA JUANA DE LESTONAC,2.5554266551689572e-08
COD_S11_SB11201220200883,2.5553371625764803e-08
COD_S11_SB11201420265838,2.5548986419500037e-08
Cod_SPro_EK201830213541,2.5539656522748007e-08
COD_S11_SB11201420088266,2.5538300350018247e-08
Cod_SPro_EK201830192388,2.5532527366190805e-08
COD_S11_SB11201220374057,2.5528852447507483e-08
Cod_SPro_EK201830033877,2.552872943976491e-08
COD_S11_SB11201220303898,2.5524564139174506e-08
COD_S11_SB11201320074286,2.5523486498495306e-08
Cod_SPro_EK201830224368,2.552185308634074e-08
SCHOOL_NAME_INST EDUC MPAL. ALBERTO SANTOFIMIO CAICEDO,2.551877567114991e-08
Cod_SPro_EK201830197202,2.5518712047418598e-08
SCHOOL_NAME_COLEGIO ISABEL II (IED),2.5517073388055125e-08
SCHOOL_NAME_LICEO SAN RAFAEL DE ALICANTE,2.551606880680966e-08
COD_S11_SB11201320196905,2.5515349885998212e-08
COD_S11_SB11201220270410,2.5509186361476793e-08
COD_S11_SB11201220323651,2.5505366028591468e-08
COD_S11_SB11201320088917,2.5505062848107884e-08
Cod_SPro_EK201830048613,2.550246921329934e-08
COD_S11_SB11201420032646,2.5502308430251862e-08
Cod_SPro_EK201830170151,2.5496144310568953e-08
COD_S11_SB11201320131264,2.5493588046169606e-08
COD_S11_SB11201220481042,2.548918321233336e-08
COD_S11_SB11201220260371,2.548254380400224e-08
Cod_SPro_EK201830021960,2.5481895408940816e-08
Cod_SPro_EK201830145798,2.5472617014165888e-08
COD_S11_SB11201320351193,2.5468801484650022e-08
COD_S11_SB11201410019427,2.5446846813472714e-08
SCHOOL_NAME_INSTITUCION EDUCATIVA HERMANO ANTONIO RAMOS DE LA SALLE,2.5441820343608443e-08
Cod_SPro_EK201830171099,2.5417626800164877e-08
COD_S11_SB11201320416916,2.54140403627101e-08
SCHOOL_NAME_I.E. SILVINO RODRIGUEZ,2.5410283670684435e-08
COD_S11_SB11201220042645,2.5403130760409943e-08
COD_S11_SB11201220287077,2.5399188067429204e-08
SCHOOL_NAME_COL DE MARIA AUXILIADORA                                                                            ,2.539750245651582e-08
Cod_SPro_EK201830128918,2.539746306242872e-08
COD_S11_SB11201320027660,2.5393436838820855e-08
Cod_SPro_EK201830172293,2.538926236982155e-08
Cod_SPro_EK201830042078,2.538868670993198e-08
COD_S11_SB11201220356050,2.5383879784760457e-08
SCHOOL_NAME_INST HENAO Y ARRUBLA                                                                                ,2.5377031087411725e-08
COD_S11_SB11201410038442,2.537197020360345e-08
COD_S11_SB11201320110200,2.5371592484165035e-08
Cod_SPro_EK201830214349,2.5366507849878594e-08
COD_S11_SB11201420248828,2.5363136100015775e-08
Cod_SPro_EK201830154276,2.535861925665437e-08
COD_S11_SB11201220063273,2.5358119298281765e-08
COD_S11_SB11201410032085,2.5357127426938173e-08
SCHOOL_NAME_I E DEPTAL FRANCISCO DE PAULA SANTANDER,2.535233277873875e-08
Cod_SPro_EK201830042259,2.5350010430621752e-08
COD_S11_SB11201220394074,2.5347133660897326e-08
COD_S11_SB11201220255590,2.5341446569980294e-08
COD_S11_SB11201220225210,2.5337353899689433e-08
COD_S11_SB11201220559048,2.5332797948824735e-08
Cod_SPro_EK201830008926,2.5326768425330763e-08
COD_S11_SB11201220264033,2.5325929672930568e-08
Cod_SPro_EK201830002710,2.5325038064784854e-08
Cod_SPro_EK201830203517,2.5322163592687895e-08
Cod_SPro_EK201830060630,2.532125750610754e-08
Cod_SPro_EK201830154949,2.531987335595489e-08
COD_S11_SB11201320307068,2.5316514381238622e-08
SCHOOL_NAME_NUEVO COL GARCIA  DE LORENZO,2.5311408379665917e-08
Cod_SPro_EK201830081955,2.529938582232755e-08
COD_S11_SB11201320071110,2.5294077394478314e-08
Cod_SPro_EK201830203594,2.5291477255789783e-08
Cod_SPro_EK201830037699,2.5279643001942386e-08
COD_S11_SB11201320461515,2.527443029660131e-08
COD_S11_SB11201320094429,2.5269852807126512e-08
Cod_SPro_EK201830002639,2.525836643941623e-08
SCHOOL_NAME_COLEGIO 20 DE JULIO CENTRAL,2.5257139479304592e-08
Cod_SPro_EK201830052580,2.5248993336614584e-08
COD_S11_SB11201320267233,2.5247706467219507e-08
SCHOOL_NAME_LIC NUEVA GENERACION,2.5247449573775617e-08
Cod_SPro_EK201830072581,2.5245531656598582e-08
COD_S11_SB11201220292139,2.5239315833986823e-08
COD_S11_SB11201220091354,2.5238748721584914e-08
SCHOOL_NAME_COLEGIO INTEGRAL FEMENINO,2.523079655348048e-08
COD_S11_SB11201220061624,2.5225445026276678e-08
COD_S11_SB11201320258137,2.522398776220726e-08
COD_S11_SB11201310058311,2.521244083154035e-08
SCHOOL_NAME_INSTITUCION EDUCATIVA GENERAL  SANTANDER,2.521113895688204e-08
COD_S11_SB11201320189406,2.520438229868249e-08
Cod_SPro_EK201830038834,2.5202332114650204e-08
COD_S11_SB11201320162248,2.5201821236510037e-08
COD_S11_SB11201320158822,2.5201804069567266e-08
SCHOOL_NAME_IE SANTA TERESA DE PACHAQUIARO,2.5196030357951007e-08
COD_S11_SB11201320205744,2.519577689798313e-08
SCHOOL_NAME_POLITECNICO DEL SINÚ,2.5190505630390167e-08
COD_S11_SB11201320056207,2.5189869189646753e-08
Cod_SPro_EK201830170013,2.518885636709368e-08
COD_S11_SB11201310038128,2.518446698898663e-08
SCHOOL_NAME_LICEO CRISTIANO MANANTIAL DE VIDA,2.5177094069739142e-08
COD_S11_SB11201320348018,2.5163375537625773e-08
SCHOOL_NAME_IE BERNARDO ARIAS TRUJILLO,2.515966554593841e-08
Cod_SPro_EK201830024344,2.5156068661721917e-08
COD_S11_SB11201220065089,2.5153690065567598e-08
Cod_SPro_EK201830176027,2.5151854082518524e-08
SCHOOL_NAME_COLEGIO AGROINDUSTRIAL DE PUERTO NUEVO,2.5144509339652705e-08
Cod_SPro_EK201830102155,2.5144393973133263e-08
Cod_SPro_EK201830172286,2.5133411900811168e-08
COD_S11_SB11201320063947,2.5131885874828836e-08
COD_S11_SB11201320432813,2.5124521177449923e-08
SCHOOL_NAME_LIC FRANCES LOUIS PASTEUR,2.5119637036167466e-08
Cod_SPro_EK201830094039,2.5118124335020275e-08
Cod_SPro_EK201830021269,2.5117319540891475e-08
COD_S11_SB11201320112143,2.511222839840559e-08
COD_S11_SB11201320126676,2.5109767143555435e-08
COD_S11_SB11201420039745,2.510932835624496e-08
COD_S11_SB11201320527385,2.510914361605393e-08
Cod_SPro_EK201830003437,2.510873037137885e-08
Cod_SPro_EK201830127255,2.5096223966122488e-08
SCHOOL_NAME_INST EDUC JULIO CESAR GARCIA,2.5095276447460887e-08
Cod_SPro_EK201830144428,2.5078578520038588e-08
Cod_SPro_EK201830235926,2.5072137794483283e-08
COD_S11_SB11201320581373,2.50702882707572e-08
Cod_SPro_EK201830044352,2.5067808712857672e-08
SCHOOL_NAME_INST EDUC PIO XII,2.5067233600662125e-08
SCHOOL_NAME_COLEGIO COMFANDI TULUA,2.50664874644634e-08
COD_S11_SB11201410002053,2.5062377702530126e-08
COD_S11_SB11201320139145,2.506047500557531e-08
COD_S11_SB11201220519306,2.5056652726948662e-08
COD_S11_SB11201320072583,2.5047986556880173e-08
Cod_SPro_EK201830193153,2.5044271101509464e-08
COD_S11_SB11201220379160,2.5044231187092263e-08
Cod_SPro_EK201830020985,2.5043912597009177e-08
COD_S11_SB11201320247920,2.5043666719943004e-08
COD_S11_SB11201320443469,2.5034921522166967e-08
Cod_SPro_EK201830015179,2.503246489201976e-08
COD_S11_SB11201310080965,2.50287593060287e-08
COD_S11_SB11201320242881,2.5024144306767305e-08
COD_S11_SB11201320086226,2.5011645734324042e-08
COD_S11_SB11201220470474,2.5007783649449693e-08
SCHOOL_NAME_COL MARYMOUNT,2.5005459413427314e-08
COD_S11_SB11201320034866,2.5002343904304482e-08
Cod_SPro_EK201830090483,2.499648209868011e-08
COD_S11_SB11201320156256,2.4985478969670773e-08
COD_S11_SB11201320161870,2.497915511117543e-08
COD_S11_SB11201320318233,2.4974713523979073e-08
COD_S11_SB11201410039789,2.4971237616697017e-08
Cod_SPro_EK201830088066,2.496510066159377e-08
COD_S11_SB11201320147290,2.4961843110730746e-08
COD_S11_SB11201220336722,2.496086408030771e-08
SCHOOL_NAME_COLEGIO BILINGUE MONTESSORI,2.4958986593426344e-08
COD_S11_SB11201320103528,2.4957444195453804e-08
COD_S11_SB11201220510852,2.4952302646752372e-08
COD_S11_SB11201320012821,2.495137593572946e-08
COD_S11_SB11201320390965,2.4949437798020604e-08
Cod_SPro_EK201830234497,2.4944172746116327e-08
COD_S11_SB11201320002864,2.4931229093734737e-08
COD_S11_SB11201220355225,2.4930526341012987e-08
Cod_SPro_EK201830053982,2.492721819701546e-08
COD_S11_SB11201320177679,2.4924960543768564e-08
COD_S11_SB11201410039410,2.4923487223791125e-08
COD_S11_SB11201320213354,2.4915315620555408e-08
COD_S11_SB11201220464156,2.491516187153924e-08
COD_S11_SB11201420369459,2.4914393955318688e-08
SCHOOL_NAME_I.E. CORNEJO,2.4913266458745062e-08
COD_S11_SB11201320083230,2.489628205262048e-08
Cod_SPro_EK201830127614,2.4891896070769377e-08
COD_S11_SB11201320225882,2.4889882890453423e-08
COD_S11_SB11201320328358,2.4883343379823062e-08
COD_S11_SB11201320147459,2.4881454679737814e-08
Cod_SPro_EK201830170154,2.4880048753762868e-08
Cod_SPro_EK201830022058,2.4871258435631574e-08
SCHOOL_NAME_I.E. AGROPECUARIO ROSA JAIMES BARRERA,2.4870425974260522e-08
Cod_SPro_EK201830173432,2.4869379383284296e-08
Cod_SPro_EK201830224219,2.4861736878417255e-08
COD_S11_SB11201320192615,2.4859137994766913e-08
SCHOOL_NAME_I. E. DE JESUS,2.485738486230134e-08
COD_S11_SB11201320441435,2.4856236044765956e-08
COD_S11_SB11201220008117,2.485262568609584e-08
COD_S11_SB11201320435366,2.4851656833654938e-08
COD_S11_SB11201320034617,2.483535439544176e-08
Cod_SPro_EK201830151180,2.4806955761711994e-08
Cod_SPro_EK201830125454,2.4805680706731837e-08
Cod_SPro_EK201830127600,2.4796906164688735e-08
Cod_SPro_EK201830128615,2.479683355524134e-08
Cod_SPro_EK201830002573,2.4780798305054526e-08
Cod_SPro_EK201830156759,2.4779715599657213e-08
Cod_SPro_EK201830008562,2.4778487954012982e-08
COD_S11_SB11201320119255,2.4768084119353256e-08
COD_S11_SB11201410038181,2.4767579852052926e-08
COD_S11_SB11201320358254,2.476362484946584e-08
COD_S11_SB11201220016867,2.4762097671638266e-08
COD_S11_SB11201410015029,2.4754993942592147e-08
Cod_SPro_EK201830030248,2.4753946431772028e-08
COD_S11_SB11201320189872,2.4753531949307018e-08
COD_S11_SB11201220469228,2.4752877301379713e-08
Cod_SPro_EK201830003199,2.474973681005699e-08
SCHOOL_NAME_INSTITUCION EDUCATIVA TECNICA ACUICOLA DE SAN CRISTOBAL,2.4746623116988427e-08
SCHOOL_NAME_GIMN. MODERNO DE CARTAGENA,2.474549814960702e-08
Cod_SPro_EK201830029213,2.474539036681592e-08
UNIVERSITY_INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA-BOGOTÁ D.C.,2.474482359742485e-08
Cod_SPro_EK201830002506,2.4741233879134468e-08
Cod_SPro_EK201830109001,2.47253138259339e-08
Cod_SPro_EK201830205500,2.4722716667382538e-08
COD_S11_SB11201220332510,2.4722316814449422e-08
Cod_SPro_EK201830054517,2.471717010844059e-08
Cod_SPro_EK201830226494,2.4711453394451644e-08
COD_S11_SB11201420377100,2.4697156916851563e-08
COD_S11_SB11201320076984,2.4694689574897117e-08
COD_S11_SB11201320238715,2.46917827995163e-08
SCHOOL_NAME_COL. SANTA FE,2.468808683382668e-08
SCHOOL_NAME_I. E. GIMNASIO ALTAIR DE LA SABANA,2.468546053643224e-08
Cod_SPro_EK201830014476,2.4685183232282058e-08
Cod_SPro_EK201830192406,2.4684177419586464e-08
COD_S11_SB11201220322199,2.4683482343514905e-08
COD_S11_SB11201320121838,2.4680353180484192e-08
COD_S11_SB11201320253898,2.4674382123034096e-08
Cod_SPro_EK201830067875,2.4672498544028805e-08
Cod_SPro_EK201830035610,2.467210004464565e-08
SCHOOL_NAME_COL LA ESPERANZA DEL MAÑANA,2.4670815009143165e-08
Cod_SPro_EK201830002478,2.4657816683058703e-08
SCHOOL_NAME_I. E. CISNEROS,2.464128398044322e-08
Cod_SPro_EK201830016227,2.4638677786894438e-08
COD_S11_SB11201320152993,2.463436473930869e-08
COD_S11_SB11201220378425,2.4627811255973082e-08
COD_S11_SB11201420052529,2.4625358418713772e-08
COD_S11_SB11201220064873,2.461606361847837e-08
Cod_SPro_EK201830002630,2.4615615624647365e-08
SCHOOL_NAME_INST EDUC JOSE MARIA BERNAL,2.46117814414331e-08
Cod_SPro_EK201830192363,2.46116290204783e-08
SCHOOL_NAME_CORP INST. CIRY,2.4610377639433614e-08
Cod_SPro_EK201830084739,2.4610155341634116e-08
COD_S11_SB11201220475969,2.4609451861459447e-08
COD_S11_SB11201320279503,2.4607359008547924e-08
COD_S11_SB11201320241818,2.4603949109407775e-08
COD_S11_SB11201220353010,2.460324972474963e-08
COD_S11_SB11201420128949,2.460033587416564e-08
Cod_SPro_EK201830149470,2.459514850825001e-08
Cod_SPro_EK201830138231,2.4593910073925204e-08
COD_S11_SB11201220232676,2.4593658796105315e-08
SCHOOL_NAME_COL PUREZA DE MARIA                                                                                 ,2.4579618876778104e-08
COD_S11_SB11201220503010,2.457843963598325e-08
Cod_SPro_EK201830229628,2.4576495067149808e-08
Cod_SPro_EK201830128636,2.4574337846398808e-08
Cod_SPro_EK201830223113,2.45683101054018e-08
Cod_SPro_EK201830068729,2.4566297466804792e-08
Cod_SPro_EK201830078675,2.456613617653973e-08
COD_S11_SB11201220228834,2.4566047114739488e-08
Cod_SPro_EK201830165425,2.4562118102839272e-08
Cod_SPro_EK201830067164,2.45613590183689e-08
COD_S11_SB11201320115174,2.4560658372865413e-08
Cod_SPro_EK201830165100,2.4554777324837108e-08
COD_S11_SB11201220373711,2.4552088059879613e-08
COD_S11_SB11201320085299,2.4546965201815705e-08
Cod_SPro_EK201830190360,2.454221476927191e-08
Cod_SPro_EK201830008260,2.4539488659678036e-08
SCHOOL_NAME_COLEGIO PERSONALIZADO PENSAMIENTO,2.4533980087646738e-08
Cod_SPro_EK201830143152,2.452186083010519e-08
COD_S11_SB11201320305056,2.451815434980566e-08
SCHOOL_NAME_LIC PSICOPEDAG BOLIVIA                                                                              ,2.451717963548538e-08
COD_S11_SB11201320214627,2.4516625000906626e-08
COD_S11_SB11201410039826,2.4513875705124224e-08
SCHOOL_NAME_COLEGIO SAN ISIDRO SUR ORIENTAL (IED),2.4513518882792083e-08
COD_S11_SB11201320439829,2.450345117470648e-08
COD_S11_SB11201320150303,2.450051092868446e-08
COD_S11_SB11201320018172,2.4497417014982697e-08
Cod_SPro_EK201830134014,2.449548285678602e-08
COD_S11_SB11201320302299,2.4479148401022585e-08
Cod_SPro_EK201830233533,2.4477724950081864e-08
COD_S11_SB11201220442920,2.446676979419159e-08
COD_S11_SB11201320009017,2.446206942580918e-08
Cod_SPro_EK201830114902,2.4461994170229584e-08
COD_S11_SB11201220300927,2.445649891937571e-08
Cod_SPro_EK201830121937,2.4455275867604292e-08
COD_S11_SB11201220529154,2.445389194930535e-08
COD_S11_SB11201220050537,2.4448127260405876e-08
Cod_SPro_EK201830028986,2.4444874767905274e-08
Cod_SPro_EK201830240387,2.4440818952788632e-08
Cod_SPro_EK201830088089,2.443579715953129e-08
COD_S11_SB11201420508872,2.4434351539240314e-08
Cod_SPro_EK201830042124,2.4423374728808522e-08
Cod_SPro_EK201830099292,2.442120383165263e-08
COD_S11_SB11201320300203,2.4419905060358667e-08
Cod_SPro_EK201830185953,2.441916430029038e-08
COD_S11_SB11201320247811,2.441400056947409e-08
SCHOOL_NAME_INSTITUTO LUIS CARLOS GALAN,2.440590653325198e-08
COD_S11_SB11201320248234,2.4404630670147858e-08
COD_S11_SB11201220523157,2.4402921808177526e-08
SCHOOL_NAME_I.E. SANTA MARIA DEL RIO,2.440127698404246e-08
Cod_SPro_EK201830002682,2.4397424455222233e-08
COD_S11_SB11201220539308,2.4396935679897404e-08
COD_S11_SB11201220477957,2.4396642728152262e-08
SCHOOL_NAME_INST ALBERTO MERANI,2.4387222574128686e-08
SCHOOL_NAME_LA ANUNCIACION,2.4377063858458268e-08
COD_S11_SB11201220511062,2.437017994351149e-08
COD_S11_SB11201320021574,2.436534165111425e-08
COD_S11_SB11201310001154,2.4349356755238428e-08
Cod_SPro_EK201830105031,2.4348775154329565e-08
COD_S11_SB11201210036425,2.4348113510422627e-08
COD_S11_SB11201220544575,2.4347225803869603e-08
COD_S11_SB11201320445670,2.4345344400016628e-08
SCHOOL_NAME_I. E. SANTA TERESITA,2.4344701129107073e-08
Cod_SPro_EK201830072468,2.434198853141872e-08
COD_S11_SB11201320175256,2.4339232469241034e-08
Cod_SPro_EK201830091228,2.433819080467127e-08
Cod_SPro_EK201830020810,2.4334127045308718e-08
COD_S11_SB11201320189988,2.4326576598653046e-08
Cod_SPro_EK201830121239,2.432600302162421e-08
COD_S11_SB11201320452399,2.4316032094090714e-08
Cod_SPro_EK201830089127,2.4300346343879945e-08
COD_S11_SB11201220466994,2.429650289463419e-08
Cod_SPro_EK201830225289,2.4291510261822674e-08
Cod_SPro_EK201830104053,2.4282680341423652e-08
SCHOOL_NAME_COL GIMN PARAISO ANTARES,2.4276016554410957e-08
Cod_SPro_EK201830138955,2.426933750591131e-08
COD_S11_SB11201320141699,2.4265115547845518e-08
COD_S11_SB11201320339300,2.4261415658778926e-08
COD_S11_SB11201220028098,2.4255883687756324e-08
COD_S11_SB11201320371188,2.4255328310169228e-08
Cod_SPro_EK201830016969,2.424903837388587e-08
Cod_SPro_EK201830210404,2.4246385209897214e-08
Cod_SPro_EK201830215307,2.4236683992319802e-08
COD_S11_SB11201220040078,2.4231070342177312e-08
Cod_SPro_EK201830155380,2.4228699613788e-08
SCHOOL_NAME_COL JORBALAN                                                ,2.422452727931466e-08
COD_S11_SB11201220477772,2.422009093124202e-08
COD_S11_SB11201220094014,2.421971525996383e-08
COD_S11_SB11201220012601,2.4219547851044584e-08
SCHOOL_NAME_IE SAN ISIDRO DE CHICHIMENE,2.4218326900820337e-08
COD_S11_SB11201220285991,2.4216671353130397e-08
COD_S11_SB11201320217966,2.4216382300628427e-08
COD_S11_SB11201320298714,2.4214947733627738e-08
COD_S11_SB11201320236572,2.421301739778142e-08
Cod_SPro_EK201830172099,2.4206044431984063e-08
Cod_SPro_EK201830222264,2.4200611297871853e-08
COD_S11_SB11201320186788,2.4200391462991244e-08
Cod_SPro_EK201830074825,2.4198251712461445e-08
SCHOOL_NAME_JOSE EUSEBIO CARO,2.41980930857735e-08
COD_S11_SB11201320138411,2.419234222221317e-08
COD_S11_SB11201220347910,2.4185648550953685e-08
COD_S11_SB11201320307106,2.418530294883658e-08
COD_S11_SB11201220507980,2.4184056677360454e-08
Cod_SPro_EK201830072641,2.4176666271854253e-08
Cod_SPro_EK201830225294,2.41753511284345e-08
Cod_SPro_EK201830133600,2.417142676800092e-08
COD_S11_SB11201410006722,2.4171425414296535e-08
COD_S11_SB11201220585552,2.417051778634742e-08
COD_S11_SB11201220007338,2.4162390916592067e-08
Cod_SPro_EK201830127556,2.41612843850966e-08
Cod_SPro_EK201830089067,2.4158721849131612e-08
Cod_SPro_EK201830199112,2.415510158572544e-08
Cod_SPro_EK201830195518,2.4149620422664583e-08
COD_S11_SB11201220498951,2.4141928128647823e-08
Cod_SPro_EK201830086469,2.4140006814228782e-08
SCHOOL_NAME_COL SEM DIOCESANO SAN JOSE DE CUCUTA,2.413599059213646e-08
SCHOOL_NAME_COL DE MARIA ANGELA                                                                                 ,2.4134878933594604e-08
COD_S11_SB11201420091718,2.4133919063697305e-08
Cod_SPro_EK201830074680,2.4133305548565933e-08
Cod_SPro_EK201830167907,2.4115825977147776e-08
COD_S11_SB11201320037949,2.4113942630890658e-08
Cod_SPro_EK201830035604,2.4111901509048864e-08
Cod_SPro_EK201830084656,2.4110822178684538e-08
Cod_SPro_EK201830038832,2.4105965154170306e-08
COD_S11_SB11201320067721,2.4102705873471403e-08
Cod_SPro_EK201830180535,2.409917089011715e-08
Cod_SPro_EK201830220809,2.4096595930598972e-08
Cod_SPro_EK201830131751,2.409281488468896e-08
COD_S11_SB11201320046453,2.409172194631501e-08
Cod_SPro_EK201830099441,2.4091547606875743e-08
Cod_SPro_EK201830040707,2.4090304866651978e-08
Cod_SPro_EK201830109040,2.408932433108524e-08
Cod_SPro_EK201830133720,2.408556375960624e-08
COD_S11_SB11201320025916,2.408440814316861e-08
COD_S11_SB11201220447000,2.4080212316036432e-08
COD_S11_SB11201320251489,2.4079611494441328e-08
COD_S11_SB11201220399016,2.4077425859242852e-08
COD_S11_SB11201320160128,2.4065281477458352e-08
SCHOOL_NAME_IE EL JUNCAL,2.4063727123210195e-08
COD_S11_SB11201320130910,2.4062666309020652e-08
COD_S11_SB11201420036902,2.4057910580900443e-08
Cod_SPro_EK201830087482,2.405266126035239e-08
Cod_SPro_EK201830192360,2.4052197822970206e-08
COD_S11_SB11201320149425,2.4051363847033736e-08
SCHOOL_NAME_INST FERRINI - SEDE CALASANZ,2.404523010523154e-08
Cod_SPro_EK201830209136,2.4044482350598985e-08
Cod_SPro_EK201830217032,2.404264597168721e-08
Cod_SPro_EK201830167371,2.403874873183666e-08
COD_S11_SB11201220345720,2.4036991231313103e-08
Cod_SPro_EK201830150743,2.4033148855624576e-08
COD_S11_SB11201320565446,2.402946752447814e-08
SCHOOL_NAME_INST SANTANDER,2.4028783933935222e-08
Cod_SPro_EK201830008263,2.402606477628819e-08
Cod_SPro_EK201830157630,2.4018782227409343e-08
COD_S11_SB11201320280355,2.4018492949598117e-08
COD_S11_SB11201220398240,2.4017104494798756e-08
Cod_SPro_EK201830209401,2.4016748776542248e-08
COD_S11_SB11201310012793,2.4013756160961278e-08
Cod_SPro_EK201830166950,2.401294478807823e-08
COD_S11_SB11201310009242,2.400795790880766e-08
COD_S11_SB11201320115172,2.40045772506545e-08
Cod_SPro_EK201830090496,2.3999903051351497e-08
